txn_ref,account_number,post_date,amount,direction,description,branch_code
TXN0000268,6001604498,2025-05-02,-40948.63,Debit,Incoming Wire,0245
TXN0004658,3752290119,2025-06-04,30253.58,Credit,Payroll Deposit,0389
TXN0001477,6787825135,2025-04-09,-38127.02,Debit,Account Transfer,0501
TXN0004079,8740156259,2025-01-20,-36111.41,Debit,ATM Cash Withdrawal,0112
TXN0001820,4521464119,2025-02-25,-18845.99,Debit,POS Purchase,0389
TXN0003874,6872081052,2025-04-04,41626.91,Credit,Payroll Deposit,0501
TXN0001228,2637170512,2025-02-09,35903.23,Credit,Payroll Deposit,0678
TXN0003561,1430536760,2025-02-15,-31096.18,Debit,Outgoing Wire,0678
TXN0005343,2903700553,2025-05-30,-7689.45,Debit,POS Purchase,0678
TXN0000836,2822178227,2025-05-11,-2339.19,Debit,Vendor Payment,0389
TXN0003711,2657632930,2025-03-14,25198.84,Credit,Check Deposit,0112
TXN0001071,9716469505,2025-02-16,3697.49,Credit,Check Deposit,0112
TXN0002395,7949896941,2025-05-10,21969.70,Credit,Payroll Deposit,0678
TXN0002820,5743732625,2025-06-21,863.54,Credit,Check Deposit,0389
TXN0001899,5530881934,2025-01-25,-17780.78,Debit,Vendor Payment,0678
TXN0002868,3632769093,2025-03-13,-5209.46,Debit,Incoming Wire,0245
TXN0000112,1310403486,2025-04-06,14576.35,Credit,Payroll Deposit,0678
TXN0000086,8422477078,2025-04-23,7761.28,Credit,Payroll Deposit,0501
TXN0004136,4896697969,2025-02-08,-35783.31,Debit,ATM Cash Withdrawal,0501
TXN0005424,9084197934,2025-02-07,-44370.27,Debit,Vendor Payment,0389
TXN0000710,8085151554,2025-02-05,-28766.26,Debit,Vendor Payment,0389
TXN0000097,8282748081,2025-05-11,4004.25,Credit,Check Deposit,0245
TXN0005977,6550616835,2025-05-19,17224.37,Credit,Account Transfer,0112
TXN0000272,1409371092,2025-02-01,-36214.14,Debit,POS Purchase,0501
TXN0004747,1206985517,2025-05-07,-21132.88,Debit,POS Purchase,0389
TXN0005139,3214479211,2025-06-24,-4818.72,Debit,Vendor Payment,0245
TXN0000473,3878771991,2025-06-28,-33329.75,Debit,ATM Cash Withdrawal,0245
TXN0002172,1642590482,2025-04-19,27708.83,Credit,Payroll Deposit,0501
TXN0002037,1043648199,2025-05-13,-19653.69,Debit,POS Purchase,0112
TXN0003648,3279021767,2025-02-23,-31665.82,Debit,Outgoing Wire,0112
TXN0004009,3290716950,2025-02-18,-13429.43,Debit,Account Transfer,0245
TXN0005000,8564786943,2025-06-19,-24522.99,Debit,ATM Cash Withdrawal,0389
TXN0002283,7374500905,2025-02-12,-18567.57,Debit,POS Purchase,0389
TXN0000411,5145106202,2025-02-06,-33886.50,Debit,ATM Cash Withdrawal,0389
TXN0002527,8090102602,2025-01-10,-6808.09,Debit,ATM Cash Withdrawal,0501
TXN0001695,4981529730,2025-02-08,-20110.25,Debit,POS Purchase,0501
TXN0002662,3569053623,2025-02-09,-38793.21,Debit,POS Purchase,0389
TXN0005470,8819179188,2025-04-21,10083.16,Credit,Check Deposit,0678
TXN0002464,1725950673,2025-03-23,44919.96,Credit,Account Transfer,0389
TXN0005520,5663114627,2025-04-24,-22790.62,Debit,Incoming Wire,0112
TXN0001426,6913735651,2025-01-12,-13394.05,Debit,Outgoing Wire,0245
TXN0002732,8762582324,2025-03-23,9227.83,Credit,Check Deposit,0245
TXN0005135,2386932507,2025-03-02,-10336.81,Debit,Account Transfer,0678
TXN0004123,9268927372,2025-04-08,-6986.42,Debit,Vendor Payment,0678
TXN0004533,7839172023,2025-05-30,-24551.56,Debit,Outgoing Wire,0501
TXN0003949,7926443380,2025-02-25,-35732.91,Debit,Incoming Wire,0501
TXN0004050,2369058247,2025-03-07,-24463.39,Debit,Incoming Wire,0245
TXN0000304,5831302781,2025-01-23,24907.84,Credit,Check Deposit,0678
TXN0004637,7013643887,2025-05-29,-4094.53,Debit,POS Purchase,0678
TXN0001481,4761945450,2025-04-26,-41516.71,Debit,Incoming Wire,0678
TXN0005917,2928119982,2025-02-23,-43194.16,Debit,ATM Cash Withdrawal,0501
TXN0002382,2537988711,2025-06-14,-7818.94,Debit,ATM Cash Withdrawal,0112
TXN0005178,8084106847,2025-05-05,10910.81,Credit,Check Deposit,0245
TXN0002327,3322894333,2025-04-16,-16640.12,Debit,ATM Cash Withdrawal,0389
TXN0001490,8638876795,2025-04-25,-24725.62,Debit,Incoming Wire,0678
TXN0003240,1015261148,2025-04-05,-16403.56,Debit,Vendor Payment,0678
TXN0003126,2952003783,2025-03-07,-934.59,Debit,Vendor Payment,0245
TXN0001839,8213614632,2025-05-27,-5088.97,Debit,Incoming Wire,0501
TXN0002596,3409317223,2025-05-14,-25660.59,Debit,Outgoing Wire,0678
TXN0000091,3868182364,2025-05-16,-19829.45,Debit,Account Transfer,0112
TXN0000626,5656812783,2025-03-04,-30170.01,Debit,Incoming Wire,0245
TXN0001045,6374170760,2025-03-25,-12219.91,Debit,ATM Cash Withdrawal,0245
TXN0005291,5337408709,2025-06-03,26902.40,Credit,Payroll Deposit,0501
TXN0002763,5492774146,2025-04-17,-5614.79,Debit,POS Purchase,0501
TXN0000636,7938455364,2025-05-06,-37779.71,Debit,Account Transfer,0112
TXN0000212,2680408680,2025-03-06,-26061.73,Debit,POS Purchase,0389
TXN0001418,9833825625,2025-05-16,-30031.97,Debit,Incoming Wire,0245
TXN0002526,4717272737,2025-05-28,-18846.55,Debit,ATM Cash Withdrawal,0501
TXN0001110,9193753771,2025-03-18,-26583.54,Debit,Account Transfer,0245
TXN0002087,8119428755,2025-01-23,33030.05,Credit,Account Transfer,0389
TXN0003870,7814136643,2025-05-18,40093.33,Credit,Payroll Deposit,0389
TXN0000769,7179703597,2025-05-19,-20416.28,Debit,Incoming Wire,0501
TXN0000220,3504696123,2025-05-06,-26717.83,Debit,Vendor Payment,0678
TXN0000231,6378554108,2025-01-10,-29479.48,Debit,Outgoing Wire,0245
TXN0005412,9226673933,2025-04-16,-940.65,Debit,Incoming Wire,0678
TXN0005285,4950711461,2025-06-25,-40379.89,Debit,Account Transfer,0245
TXN0003022,8278393260,2025-03-17,-20933.79,Debit,ATM Cash Withdrawal,0678
TXN0005264,6693948639,2025-06-11,-9930.59,Debit,POS Purchase,0245
TXN0005638,3367547485,2025-05-02,-40437.79,Debit,Account Transfer,0112
TXN0001038,3459114294,2025-05-08,5394.61,Credit,Payroll Deposit,0389
TXN0002652,7592860168,2025-02-10,22749.04,Credit,Account Transfer,0389
TXN0004190,9793995559,2025-03-18,-8553.50,Debit,Incoming Wire,0245
TXN0003715,5313244003,2025-02-28,-37127.71,Debit,Account Transfer,0112
TXN0000990,7660796730,2025-05-20,23923.72,Credit,Account Transfer,0501
TXN0003860,8268121563,2025-06-12,-6691.21,Debit,POS Purchase,0245
TXN0005531,8282372955,2025-06-03,-7468.82,Debit,Incoming Wire,0112
TXN0004702,6058620500,2025-06-19,-4853.00,Debit,Incoming Wire,0678
TXN0001366,6596550648,2025-02-04,27156.47,Credit,Payroll Deposit,0678
TXN0001957,3446527345,2025-02-03,-43970.99,Debit,Vendor Payment,0501
TXN0002946,8133378028,2025-02-26,-5576.65,Debit,ATM Cash Withdrawal,0389
TXN0002546,5903335658,2025-03-26,-18206.14,Debit,POS Purchase,0678
TXN0003267,3479069325,2025-02-04,-32247.54,Debit,POS Purchase,0112
TXN0005867,1433924541,2025-03-04,-31362.62,Debit,Account Transfer,0501
TXN0000930,5253012412,2025-06-30,-32014.72,Debit,Outgoing Wire,0678
TXN0000596,2343092197,2025-02-19,-39644.06,Debit,Incoming Wire,0678
TXN0001356,6500012282,2025-03-15,-38207.88,Debit,Account Transfer,0245
TXN0000984,3905687514,2025-04-23,-10572.02,Debit,Incoming Wire,0245
TXN0005038,7743102132,2025-03-31,42138.24,Credit,Payroll Deposit,0112
TXN0004914,8231943583,2025-04-03,-42176.60,Debit,Incoming Wire,0501
TXN0000431,1301655811,2025-03-08,30184.20,Credit,Account Transfer,0678
TXN0002425,9303611908,2025-01-03,19473.29,Credit,Payroll Deposit,0501
TXN0000116,6429125048,2025-02-23,-14118.25,Debit,Vendor Payment,0501
TXN0004604,4148277759,2025-01-24,38041.68,Credit,Payroll Deposit,0112
TXN0002445,8016374946,2025-04-04,-37978.42,Debit,ATM Cash Withdrawal,0389
TXN0001229,2096162958,2025-03-17,-14721.87,Debit,ATM Cash Withdrawal,0501
TXN0004017,7908767230,2025-05-21,38617.27,Credit,POS Purchase,0501
TXN0000754,3392124654,2025-01-10,39055.03,Credit,Payroll Deposit,0112
TXN0001797,8137372223,2025-02-28,-24509.03,Debit,ATM Cash Withdrawal,0389
TXN0004900,1597728280,2025-03-06,-36650.65,Debit,ATM Cash Withdrawal,0112
TXN0005421,4424925062,2025-01-19,-6304.22,Debit,Outgoing Wire,0112
TXN0000947,5660301637,2025-04-04,40218.76,Credit,Payroll Deposit,0501
TXN0002197,2888251860,2025-01-07,-42882.87,Debit,Incoming Wire,0678
TXN0005601,4803261774,2025-02-27,-9533.61,Debit,Outgoing Wire,0112
TXN0002415,1704425118,2025-03-25,-17641.00,Debit,ATM Cash Withdrawal,0678
TXN0004743,6565874946,2025-05-13,21878.21,Credit,Payroll Deposit,0389
TXN0002773,8332212932,2025-04-06,-10671.00,Debit,Account Transfer,0389
TXN0003974,8972405339,2025-01-14,-10879.36,Debit,Incoming Wire,0245
TXN0000424,9307051361,2025-01-02,-42896.15,Debit,Incoming Wire,0501
TXN0004352,2401270482,2025-01-09,7123.42,Credit,Payroll Deposit,0112
TXN0000699,5427356113,2025-02-11,27838.93,Credit,Check Deposit,0389
TXN0003585,9914929260,2025-02-12,35684.19,Credit,Account Transfer,0389
TXN0001838,1761327960,2025-05-18,-14626.80,Debit,Outgoing Wire,0501
TXN0005648,8647120898,2025-02-02,9614.64,Credit,Account Transfer,0389
TXN0000825,3035303570,2025-01-02,31340.05,Credit,Check Deposit,0112
TXN0004783,6265107548,2025-01-07,11279.45,Credit,Check Deposit,0501
TXN0003363,8092912577,2025-02-09,39345.29,Credit,Account Transfer,0245
TXN0005223,1105411464,2025-04-16,43100.48,Credit,Check Deposit,0112
TXN0000588,7150169098,2025-01-31,-27345.88,Debit,Vendor Payment,0245
TXN0000470,2943356391,2025-02-09,15230.90,Credit,Payroll Deposit,0678
TXN0003044,6748464360,2025-03-14,-2570.39,Debit,Outgoing Wire,0245
TXN0002378,4670147531,2025-05-27,-10957.11,Debit,POS Purchase,0501
TXN0005929,6847141644,2025-04-27,-26917.19,Debit,POS Purchase,0501
TXN0000177,2778990975,2025-05-14,-30989.07,Debit,Outgoing Wire,0678
TXN0000790,8075093087,2025-06-22,38294.28,Credit,Account Transfer,0389
TXN0000168,1645392764,2025-03-27,-24828.94,Debit,POS Purchase,0501
TXN0004087,1616617243,2025-05-17,-10329.65,Debit,Account Transfer,0112
TXN0003798,5863918588,2025-04-08,-27739.26,Debit,Account Transfer,0245
TXN0002239,7700229778,2025-03-20,-28255.40,Debit,POS Purchase,0501
TXN0005326,9449774023,2025-03-13,36467.00,Credit,Check Deposit,0501
TXN0005394,6924717178,2025-02-14,-24116.84,Debit,Outgoing Wire,0389
TXN0001883,7951703011,2025-03-01,24216.85,Credit,Outgoing Wire,0112
TXN0004891,5355128501,2025-04-06,33382.80,Credit,Payroll Deposit,0678
TXN0003828,6660472193,2025-02-23,-32218.63,Debit,Outgoing Wire,0389
TXN0000614,2943476525,2025-05-19,42952.46,Credit,Payroll Deposit,0245
TXN0003616,2055654040,2025-04-29,-39809.96,Debit,Incoming Wire,0501
TXN0000524,2352537750,2025-03-31,-40202.46,Debit,POS Purchase,0389
TXN0000158,5535692734,2025-03-30,-23240.68,Debit,Outgoing Wire,0112
TXN0001818,9439193644,2025-01-31,-38229.23,Debit,Account Transfer,0112
TXN0005009,7881708050,2025-04-01,29142.14,Credit,Payroll Deposit,0112
TXN0000628,2367417709,2025-06-03,27992.56,Credit,Account Transfer,0112
TXN0001117,6293500069,2025-06-25,16531.19,Credit,Check Deposit,0112
TXN0001471,5363289331,2025-02-28,-29619.67,Debit,Outgoing Wire,0501
TXN0004402,4865914855,2025-05-25,-2958.97,Debit,ATM Cash Withdrawal,0112
TXN0003956,9883263508,2025-02-18,16576.15,Credit,Vendor Payment,0501
TXN0005709,7909438694,2025-04-11,471.80,Credit,Check Deposit,0112
TXN0003157,1586966007,2025-06-08,-17181.49,Debit,ATM Cash Withdrawal,0389
TXN0002181,1711543107,2025-05-17,-20283.80,Debit,ATM Cash Withdrawal,0389
TXN0002256,5997222105,2025-03-13,-9336.51,Debit,Vendor Payment,0245
TXN0005268,4353055466,2025-05-13,7744.76,Credit,Payroll Deposit,0245
TXN0000585,1537122842,2025-04-19,33111.32,Credit,ATM Cash Withdrawal,0245
TXN0001584,2293123409,2025-02-07,35940.78,Credit,Check Deposit,0112
TXN0000183,5574597389,2025-05-07,-9271.22,Debit,Outgoing Wire,0245
TXN0003413,3148346681,2025-01-19,6482.22,Credit,Account Transfer,0389
TXN0003706,3480236966,2025-05-18,41389.71,Credit,Payroll Deposit,0245
TXN0005082,9702012290,2025-06-22,-34089.16,Debit,POS Purchase,0389
TXN0003917,2809433230,2025-03-10,22489.71,Credit,Check Deposit,0501
TXN0005314,1462785935,2025-03-25,-26951.54,Debit,Vendor Payment,0389
TXN0000935,9838568029,2025-04-17,-17595.18,Debit,Outgoing Wire,0112
TXN0000083,4896637131,2025-06-02,32947.01,Credit,Check Deposit,0389
TXN0000341,3266984676,2025-06-12,-12956.36,Debit,Vendor Payment,0678
TXN0004308,2647841211,2025-02-04,-44220.46,Debit,Incoming Wire,0112
TXN0004035,2853692465,2025-03-09,31790.88,Credit,Check Deposit,0389
TXN0003412,5337101382,2025-06-20,-21386.00,Debit,POS Purchase,0245
TXN0005669,9473002488,2025-04-30,-25098.94,Debit,Account Transfer,0245
TXN0005663,2701940026,2025-03-10,25415.06,Credit,POS Purchase,0501
TXN0001413,6262964613,2025-03-11,-37019.25,Debit,ATM Cash Withdrawal,0245
TXN0002306,5844680285,2025-04-21,-2499.49,Debit,Outgoing Wire,0389
TXN0002888,4814067991,2025-06-07,-20510.99,Debit,Vendor Payment,0245
TXN0004864,1413354171,2025-04-22,-32395.88,Debit,Incoming Wire,0112
TXN0000187,7861937989,2025-04-30,-38074.12,Debit,POS Purchase,0112
TXN0004786,5527612768,2025-02-20,38544.71,Credit,Payroll Deposit,0112
TXN0005721,8016733830,2025-01-15,-29636.14,Debit,Incoming Wire,0245
TXN0005228,3618232765,2025-04-28,33765.01,Credit,Check Deposit,0501
TXN0002696,7264658406,2025-05-28,-32142.92,Debit,ATM Cash Withdrawal,0245
TXN0003929,1190128932,2025-02-15,-19921.91,Debit,Incoming Wire,0678
TXN0005137,3736499019,2025-02-13,-32546.89,Debit,Vendor Payment,0245
TXN0000441,1415961997,2025-02-12,29168.18,Credit,Check Deposit,0678
TXN0005533,4735051978,2025-06-11,-39967.22,Debit,Outgoing Wire,0389
TXN0002890,3699098349,2025-04-14,-37316.62,Debit,POS Purchase,0112
TXN0001146,6710162640,2025-06-01,-32376.44,Debit,POS Purchase,0112
TXN0004096,8720317383,2025-06-14,-25444.26,Debit,Incoming Wire,0245
TXN0005389,1846668589,2025-05-05,-39383.49,Debit,Account Transfer,0389
TXN0003218,2307530238,2025-04-22,-16516.77,Debit,ATM Cash Withdrawal,0389
TXN0000152,3003039692,2025-01-27,-7679.50,Debit,Incoming Wire,0501
TXN0002287,4482113394,2025-01-25,11943.01,Credit,Payroll Deposit,0678
TXN0002228,6406125488,2025-04-07,-10220.17,Debit,ATM Cash Withdrawal,0112
TXN0004641,1337204130,2025-06-29,6640.56,Credit,Payroll Deposit,0501
TXN0004607,4883339774,2025-05-04,-26430.98,Debit,Outgoing Wire,0678
TXN0001585,4879486670,2025-02-23,-36858.54,Debit,Account Transfer,0389
TXN0000723,3291901035,2025-01-25,24021.45,Credit,Check Deposit,0678
TXN0000511,8907134759,2025-05-14,23403.27,Credit,Check Deposit,0678
TXN0004560,2835640754,2025-03-03,-27301.18,Debit,Incoming Wire,0245
TXN0004349,7965876802,2025-04-27,-40152.39,Debit,Vendor Payment,0389
TXN0000161,9685905842,2025-05-03,-275.92,Debit,Incoming Wire,0501
TXN0001265,8742718256,2025-03-17,40225.33,Credit,Check Deposit,0501
TXN0000184,2468508418,2025-01-11,-32160.82,Debit,Outgoing Wire,0245
TXN0003925,5717301193,2025-02-12,-35113.98,Debit,Vendor Payment,0678
TXN0000778,3133424744,2025-04-24,-19533.25,Debit,Account Transfer,0678
TXN0004098,2148653630,2025-05-11,36095.36,Credit,Check Deposit,0389
TXN0002672,7332711670,2025-05-03,33147.26,Credit,Check Deposit,0112
TXN0004981,3581345404,2025-05-14,38418.48,Credit,Payroll Deposit,0245
TXN0001197,4043699098,2025-01-18,768.92,Credit,Check Deposit,0389
TXN0005199,8953873443,2025-06-22,5370.64,Credit,ATM Cash Withdrawal,0501
TXN0004930,9160081450,2025-03-19,-11697.58,Debit,ATM Cash Withdrawal,0389
TXN0001526,5797988249,2025-06-27,38656.76,Credit,Incoming Wire,0501
TXN0004419,8821041622,2025-05-13,42620.03,Credit,Payroll Deposit,0245
TXN0001349,3991100419,2025-06-25,19775.91,Credit,Payroll Deposit,0678
TXN0001492,7414470230,2025-03-10,-4727.96,Debit,ATM Cash Withdrawal,0501
TXN0004970,6500408965,2025-05-05,43279.13,Credit,Outgoing Wire,0389
TXN0002847,5422986676,2025-02-02,-30958.53,Debit,POS Purchase,0678
TXN0004396,1314541499,2025-01-27,-3245.35,Debit,Vendor Payment,0678
TXN0001958,7760850431,2025-03-15,965.56,Credit,Payroll Deposit,0389
TXN0005551,2355208008,2025-04-18,16515.07,Credit,ATM Cash Withdrawal,0501
TXN0004751,4500980561,2025-06-26,-30402.23,Debit,Vendor Payment,0678
TXN0000910,3969753415,2025-01-28,-37659.88,Debit,Account Transfer,0678
TXN0003290,2480749051,2025-05-05,-40453.87,Debit,POS Purchase,0501
TXN0004834,1580502901,2025-03-15,-35582.02,Debit,ATM Cash Withdrawal,0501
TXN0003004,7043060890,2025-05-07,13366.85,Credit,Vendor Payment,0389
TXN0003946,5398396324,2025-04-28,-18329.49,Debit,Incoming Wire,0389
TXN0005584,7882351235,2025-01-23,29349.03,Credit,Payroll Deposit,0678
TXN0004188,1977602728,2025-02-26,-1133.54,Debit,Outgoing Wire,0245
TXN0003443,1197962947,2025-01-14,17173.68,Credit,Check Deposit,0112
TXN0001450,9543254034,2025-01-18,-9599.56,Debit,ATM Cash Withdrawal,0389
TXN0003568,5064220407,2025-02-01,-11560.09,Debit,Vendor Payment,0112
TXN0005599,4275717030,2025-04-07,16836.77,Credit,Payroll Deposit,0389
TXN0000691,6066415652,2025-04-04,-1904.62,Debit,Vendor Payment,0112
TXN0000298,9573445667,2025-01-05,3826.18,Credit,Check Deposit,0245
TXN0002254,3338143496,2025-05-19,41045.47,Credit,Payroll Deposit,0501
TXN0005939,6492860907,2025-04-21,-567.30,Debit,Incoming Wire,0501
TXN0003838,5529397698,2025-05-03,-7465.43,Debit,Incoming Wire,0245
TXN0000491,1760176576,2025-03-16,-40180.64,Debit,Outgoing Wire,0678
TXN0004724,3890927977,2025-06-13,-22720.38,Debit,Incoming Wire,0678
TXN0003470,8734226041,2025-01-08,-30581.72,Debit,POS Purchase,0501
TXN0005803,5036773877,2025-04-01,-31634.28,Debit,ATM Cash Withdrawal,0112
TXN0001754,8218386047,2025-02-06,41250.35,Credit,Payroll Deposit,0112
TXN0005481,8220763086,2025-04-23,3027.21,Credit,Check Deposit,0501
TXN0001666,4551618067,2025-03-09,-33895.17,Debit,Outgoing Wire,0501
TXN0001433,5966355208,2025-04-05,-966.34,Debit,ATM Cash Withdrawal,0112
TXN0004210,5697606036,2025-05-24,-23003.91,Debit,Vendor Payment,0245
TXN0000485,2289011870,2025-03-07,31992.80,Credit,Incoming Wire,0678
TXN0005774,4598454301,2025-05-21,-41677.07,Debit,ATM Cash Withdrawal,0245
TXN0000198,5986577660,2025-01-31,-27833.69,Debit,Incoming Wire,0245
TXN0002039,1607978374,2025-03-06,-24771.35,Debit,Outgoing Wire,0501
TXN0004251,8294436000,2025-05-19,-21081.14,Debit,Incoming Wire,0501
TXN0004585,6104915601,2025-06-05,-14516.01,Debit,Account Transfer,0501
TXN0000757,9914509613,2025-03-20,-35270.65,Debit,POS Purchase,0245
TXN0005836,3678368002,2025-05-31,-42687.52,Debit,Outgoing Wire,0245
TXN0003758,1598931533,2025-06-09,43754.20,Credit,POS Purchase,0245
TXN0003840,9475285903,2025-06-03,-43193.09,Debit,Vendor Payment,0678
TXN0005455,5890946740,2025-04-13,-36736.36,Debit,ATM Cash Withdrawal,0245
TXN0002102,4706508305,2025-06-22,-23666.75,Debit,Account Transfer,0112
TXN0005399,6729419911,2025-01-11,12355.80,Credit,Account Transfer,0501
TXN0002767,5185761723,2025-03-02,-23929.43,Debit,Incoming Wire,0245
TXN0003716,1272353149,2025-05-01,-44826.32,Debit,Incoming Wire,0501
TXN0003710,1907956235,2025-06-13,-18000.01,Debit,ATM Cash Withdrawal,0245
TXN0004029,8152923694,2025-04-17,-25442.73,Debit,Outgoing Wire,0389
TXN0003141,3368237181,2025-01-24,-32412.33,Debit,ATM Cash Withdrawal,0678
TXN0002428,2785512249,2025-02-16,-40681.31,Debit,Vendor Payment,0678
TXN0000718,1030056083,2025-06-08,-22612.97,Debit,ATM Cash Withdrawal,0389
TXN0001794,8417918711,2025-05-18,-1944.51,Debit,POS Purchase,0678
TXN0002814,9720484415,2025-06-07,-32550.53,Debit,Incoming Wire,0245
TXN0003563,1394193655,2025-06-23,-22982.46,Debit,Outgoing Wire,0389
TXN0001516,7282240372,2025-01-23,1148.27,Credit,Outgoing Wire,0389
TXN0005883,5385589197,2025-04-16,4013.06,Credit,Check Deposit,0112
TXN0003064,6273886759,2025-05-22,36902.40,Credit,Payroll Deposit,0389
TXN0003248,5008036054,2025-04-16,20985.55,Credit,Account Transfer,0112
TXN0004095,1301061043,2025-06-02,-32796.94,Debit,POS Purchase,0112
TXN0003820,8443440035,2025-06-27,29962.27,Credit,Payroll Deposit,0678
TXN0005772,1568340889,2025-01-04,17420.09,Credit,Check Deposit,0112
TXN0001661,1674343623,2025-05-15,-33566.26,Debit,Incoming Wire,0501
TXN0000800,6304905676,2025-04-16,-32798.10,Debit,ATM Cash Withdrawal,0389
TXN0002559,9948026622,2025-01-24,-4660.57,Debit,Outgoing Wire,0501
TXN0003868,2398481253,2025-06-17,-32604.69,Debit,Incoming Wire,0245
TXN0001046,1239103686,2025-06-23,-8436.68,Debit,Vendor Payment,0245
TXN0001484,5436643137,2025-01-21,27537.13,Credit,Check Deposit,0678
TXN0002472,7894724508,2025-06-13,2807.09,Credit,Check Deposit,0245
TXN0004568,2000064722,2025-03-07,-21114.71,Debit,ATM Cash Withdrawal,0389
TXN0003115,3443450414,2025-06-11,-5355.53,Debit,Incoming Wire,0501
TXN0000515,4597123990,2025-05-01,-5975.87,Debit,Outgoing Wire,0245
TXN0005306,7149239235,2025-05-19,-25648.23,Debit,Outgoing Wire,0501
TXN0005957,1224686237,2025-04-14,-36115.42,Debit,Outgoing Wire,0501
TXN0005948,2675489547,2025-04-26,35586.12,Credit,Account Transfer,0389
TXN0002032,9699692519,2025-01-18,14606.74,Credit,Account Transfer,0389
TXN0002751,6073459070,2025-06-12,-24634.44,Debit,Vendor Payment,0678
TXN0003092,3843760001,2025-02-21,-15251.61,Debit,ATM Cash Withdrawal,0245
TXN0001424,6228070887,2025-06-28,-25380.07,Debit,POS Purchase,0245
TXN0001985,7647282208,2025-02-26,-32211.28,Debit,Account Transfer,0245
TXN0001887,6478682259,2025-03-31,-34052.58,Debit,Vendor Payment,0678
TXN0004076,3234936687,2025-04-10,2370.79,Credit,Check Deposit,0112
TXN0005462,1808674868,2025-03-21,-33573.22,Debit,Account Transfer,0501
TXN0002952,3392182185,2025-01-07,-43282.28,Debit,Account Transfer,0501
TXN0004279,1257842128,2025-05-12,-15231.75,Debit,ATM Cash Withdrawal,0245
TXN0001528,4927359805,2025-06-19,2184.87,Credit,Payroll Deposit,0245
TXN0001102,2113418596,2025-03-03,-44468.45,Debit,Vendor Payment,0245
TXN0001987,7841912728,2025-05-17,-31385.60,Debit,Incoming Wire,0501
TXN0001384,9007837055,2025-03-20,-7005.25,Debit,Outgoing Wire,0501
TXN0002625,5711677081,2025-03-10,30558.66,Credit,Check Deposit,0501
TXN0001479,7597028702,2025-05-22,-15494.88,Debit,Outgoing Wire,0501
TXN0002074,8813684882,2025-02-08,-3886.12,Debit,Outgoing Wire,0389
TXN0004011,7478185233,2025-06-23,-9013.11,Debit,Vendor Payment,0501
TXN0002386,5611201771,2025-05-10,-38840.02,Debit,ATM Cash Withdrawal,0245
TXN0004799,9101423288,2025-05-12,-14621.40,Debit,Vendor Payment,0389
TXN0005799,9302326927,2025-05-23,-35511.89,Debit,POS Purchase,0678
TXN0003479,8582856091,2025-02-25,-42808.16,Debit,Account Transfer,0501
TXN0005288,5754333124,2025-05-28,6799.41,Credit,Payroll Deposit,0112
TXN0002063,3838176247,2025-02-17,-11448.62,Debit,Incoming Wire,0112
TXN0004884,2304883013,2025-01-27,39102.35,Credit,Payroll Deposit,0245
TXN0004881,4939311242,2025-02-08,-29005.34,Debit,ATM Cash Withdrawal,0501
TXN0002170,8072004914,2025-02-09,13898.89,Credit,Check Deposit,0678
TXN0000551,7061429568,2025-06-15,39940.67,Credit,Payroll Deposit,0678
TXN0001123,7995117524,2025-02-06,-28444.35,Debit,Vendor Payment,0501
TXN0005892,8395701555,2025-04-05,-25827.36,Debit,POS Purchase,0678
TXN0000923,7969924669,2025-03-31,-34407.20,Debit,Outgoing Wire,0389
TXN0003488,8485830747,2025-02-19,-22291.54,Debit,Outgoing Wire,0389
TXN0003983,1902801753,2025-03-13,-5018.13,Debit,ATM Cash Withdrawal,0501
TXN0004270,2953305820,2025-04-02,-38499.56,Debit,POS Purchase,0245
TXN0000356,5445794898,2025-04-21,-4789.45,Debit,Incoming Wire,0678
TXN0005206,2028139770,2025-03-19,-9233.13,Debit,Incoming Wire,0678
TXN0001091,8963881556,2025-01-29,36161.24,Credit,Check Deposit,0389
TXN0002705,7409486456,2025-01-21,-14901.50,Debit,Vendor Payment,0389
TXN0002165,6056169644,2025-02-08,-37097.51,Debit,POS Purchase,0245
TXN0005924,9495898209,2025-02-23,-19134.87,Debit,POS Purchase,0112
TXN0000973,2563832738,2025-04-06,-4999.32,Debit,Incoming Wire,0245
TXN0005522,6043532144,2025-05-23,37519.55,Credit,Payroll Deposit,0112
TXN0004200,7606301420,2025-01-17,-17923.39,Debit,POS Purchase,0245
TXN0002374,6059683971,2025-05-29,33045.73,Credit,Check Deposit,0389
TXN0001335,9567926917,2025-01-22,837.63,Credit,Check Deposit,0112
TXN0005743,1756531142,2025-05-01,-12356.97,Debit,Outgoing Wire,0678
TXN0001299,2029990717,2025-06-20,-40136.64,Debit,Outgoing Wire,0112
TXN0002067,9155995589,2025-01-18,43359.94,Credit,Check Deposit,0678
TXN0000390,3686488452,2025-01-07,5867.61,Credit,Vendor Payment,0501
TXN0001019,7734381029,2025-05-14,29328.44,Credit,Payroll Deposit,0112
TXN0000285,7163731992,2025-04-07,34262.20,Credit,Payroll Deposit,0501
TXN0002874,3333899589,2025-03-18,-40178.30,Debit,Vendor Payment,0112
TXN0001861,4729558349,2025-04-21,-5981.77,Debit,POS Purchase,0112
TXN0000782,9469150013,2025-06-02,-40017.96,Debit,Vendor Payment,0678
TXN0000085,7640691869,2025-05-26,-33604.36,Debit,Outgoing Wire,0112
